pair_id,split,scenario,ground_truth,text_similarity,location_similarity,image_similarity,fused_score,decision,predicted_duplicate
PAIR_0132,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0095,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0292,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0305,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0321,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0347,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0374,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0184,DEV,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0311,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0037,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0338,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0088,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0493,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0119,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0287,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0431,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0113,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0308,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0482,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0329,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0443,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0117,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0077,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0456,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0176,DEV,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0209,DEV,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0207,DEV,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0306,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0490,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0078,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0364,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0075,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0433,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0345,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0342,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0487,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0318,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0360,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0107,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0496,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0361,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0486,DEV,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0167,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.792,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0068,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0148,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0425,DEV,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0251,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0012,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0021,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0008,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0274,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0212,DEV,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0011,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0145,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0237,DEV,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0216,DEV,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0087,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0155,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0281,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0300,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0160,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0169,DEV,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0250,DEV,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0470,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0313,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0242,DEV,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0437,DEV,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0044,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0405,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0260,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0024,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0464,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0158,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0268,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0299,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0384,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0101,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0129,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0403,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0146,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.792,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0317,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0116,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0166,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0083,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0085,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0156,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0468,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0488,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0432,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0029,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0258,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0222,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0484,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0465,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0066,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0491,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0265,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0239,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0421,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0285,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0163,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0461,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0323,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0210,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0211,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0270,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0467,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0346,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0450,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0316,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0319,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0067,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0283,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0240,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0419,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0350,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0284,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0185,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0340,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0253,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0122,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0072,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0500,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0325,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0115,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0261,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0362,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0473,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0081,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0154,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0149,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0278,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0282,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0034,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0178,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4939,0.0,0.4646,LOW_CONFIDENCE,0
PAIR_0164,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0045,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0352,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0089,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0232,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0038,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0463,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0063,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0453,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0252,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0439,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0314,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0110,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0390,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0134,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0135,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0061,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0288,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0499,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0475,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0256,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0423,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0014,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0059,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0128,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0143,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.792,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0333,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0161,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0448,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0363,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0272,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0071,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0294,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0040,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0392,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0191,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0190,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0231,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0370,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0079,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0310,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0017,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0291,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0197,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0186,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0188,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0331,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0121,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
