pair_id,split,scenario,complaint_a_id,complaint_b_id,category_a,category_b,department_a,department_b,title_a,title_b,desc_a,desc_b,lat_a,lng_a,lat_b,lng_b,image_a,image_b,ground_truth,annotation_source
PAIR_0173,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0173,CP-DEV-B0173,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0694,80.1948,13.067418,80.192765,,,1,ground_truth_verified_same_issue
PAIR_0349,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0349,CP-DEV-B0349,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0339,80.2696,13.078945,80.223364,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0047,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0047,CP-DEV-B0047,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0067,80.202,13.0067,80.202,civic_roads_001.jpg,civic_roads_001.jpg,1,ground_truth_verified_same_issue
PAIR_0172,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0172,CP-DEV-B0172,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0067,80.202,13.008682,80.199966,,,1,ground_truth_verified_same_issue
PAIR_0304,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0304,CP-DEV-B0304,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0827,80.2707,13.127745,80.224455,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0343,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0343,CP-DEV-B0343,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,12.9249,80.1,12.969945,80.146216,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0301,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0301,CP-DEV-B0301,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0694,80.1948,13.114445,80.148557,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0397,DEV,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0397,CP-DEV-B0397,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0067,80.202,12.999493,80.209397,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0230,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0230,CP-DEV-B0230,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,12.975,80.221,12.974865,80.220861,civic_infrastructure_051.jpg,trans_civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0133,DEV,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0133,CP-DEV-B0133,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0012,80.2565,13.002281,80.25539,,,1,ground_truth_verified_same_issue
PAIR_0206,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0206,CP-DEV-B0206,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0694,80.1948,13.071382,80.192765,,,1,ground_truth_verified_same_issue
PAIR_0276,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0276,CP-DEV-B0276,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0339,80.2696,13.0339,80.2696,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0472,DEV,DISTANT_NON_DUPLICATE,CP-DEV-A0472,CP-DEV-B0472,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0694,80.1948,12.97931,80.102314,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0366,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0366,CP-DEV-B0366,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,12.975,80.221,12.997523,80.244113,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0111,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0111,CP-DEV-B0111,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0827,80.2707,13.083015,80.270376,,,1,ground_truth_verified_same_issue
PAIR_0387,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0387,CP-DEV-B0387,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,12.9249,80.1,12.947423,80.076892,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0003,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0003,CP-DEV-B0003,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,12.975,80.221,12.975,80.221,civic_roads_003.jpg,civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0138,DEV,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0138,CP-DEV-B0138,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0339,80.2696,13.032819,80.26849,,,1,ground_truth_verified_same_issue
PAIR_0372,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0372,CP-DEV-B0372,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0339,80.2696,13.011377,80.246482,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0365,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0365,CP-DEV-B0365,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0418,80.2341,13.064323,80.210981,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0127,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0127,CP-DEV-B0127,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0339,80.2696,13.034215,80.269276,,,1,ground_truth_verified_same_issue
PAIR_0073,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0073,CP-DEV-B0073,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,12.975,80.221,12.97491,80.221092,civic_roads_003.jpg,civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0236,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0236,CP-DEV-B0236,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0012,80.2565,13.001335,80.256361,civic_roads_002.jpg,trans_civic_roads_002.jpg,1,ground_truth_verified_same_issue
PAIR_0481,DEV,DISTANT_NON_DUPLICATE,CP-DEV-A0481,CP-DEV-B0481,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0012,80.2565,12.91111,80.34896,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0091,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0091,CP-DEV-B0091,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0827,80.2707,13.082385,80.271024,,,1,ground_truth_verified_same_issue
PAIR_0056,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0056,CP-DEV-B0056,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,12.975,80.221,12.97491,80.221092,civic_roads_001.jpg,civic_roads_001.jpg,1,ground_truth_verified_same_issue
PAIR_0179,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0179,CP-DEV-B0179,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0827,80.2707,13.084682,80.272735,,,1,ground_truth_verified_same_issue
PAIR_0118,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0118,CP-DEV-B0118,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0067,80.202,13.006385,80.201676,,,1,ground_truth_verified_same_issue
PAIR_0444,DEV,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0444,CP-DEV-B0444,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0694,80.1948,13.080211,80.205898,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0259,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0259,CP-DEV-B0259,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0067,80.202,13.0067,80.202,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0302,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0302,CP-DEV-B0302,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0339,80.2696,13.078945,80.315836,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0006,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0006,CP-DEV-B0006,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0827,80.2707,13.0827,80.2707,civic_roads_002.jpg,civic_roads_002.jpg,1,ground_truth_verified_same_issue
PAIR_0193,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0193,CP-DEV-B0193,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0827,80.2707,13.084682,80.272735,,,1,ground_truth_verified_same_issue
PAIR_0269,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0269,CP-DEV-B0269,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0418,80.2341,13.0418,80.2341,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0220,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0220,CP-DEV-B0220,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0339,80.2696,13.033765,80.269461,civic_infrastructure_051.jpg,trans_civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0489,DEV,DISTANT_NON_DUPLICATE,CP-DEV-A0489,CP-DEV-B0489,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.13189,80.141625,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0438,DEV,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0438,CP-DEV-B0438,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.030989,80.223003,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0217,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0217,CP-DEV-B0217,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0012,80.2565,13.001065,80.256361,civic_water_032.jpg,trans_civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0213,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0213,CP-DEV-B0213,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0067,80.202,13.006835,80.202139,civic_roads_003.jpg,trans_civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0049,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0049,CP-DEV-B0049,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0418,80.2341,13.0418,80.2341,civic_garbage_021.jpg,civic_garbage_021.jpg,1,ground_truth_verified_same_issue
PAIR_0353,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0353,CP-DEV-B0353,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0694,80.1948,13.046877,80.171679,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0227,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0227,CP-DEV-B0227,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,12.975,80.221,12.974865,80.220861,civic_water_031.jpg,trans_civic_water_031.jpg,1,ground_truth_verified_same_issue
PAIR_0084,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0084,CP-DEV-B0084,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0418,80.2341,13.04171,80.234192,civic_roads_003.jpg,civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0200,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0200,CP-DEV-B0200,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0694,80.1948,13.071382,80.196835,,,1,ground_truth_verified_same_issue
PAIR_0424,DEV,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0424,CP-DEV-B0424,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0067,80.202,12.999493,80.209397,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0108,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0108,CP-DEV-B0108,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0418,80.2341,13.042115,80.234424,,,1,ground_truth_verified_same_issue
PAIR_0420,DEV,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0420,CP-DEV-B0420,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0339,80.2696,13.026693,80.276998,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0099,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0099,CP-DEV-B0099,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0067,80.202,13.007015,80.202324,,,1,ground_truth_verified_same_issue
PAIR_0214,DEV,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0214,CP-DEV-B0214,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,12.975,80.221,12.974865,80.220861,civic_water_032.jpg,trans_civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0013,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0013,CP-DEV-B0013,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0012,80.2565,13.0012,80.2565,civic_roads_003.jpg,civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0436,DEV,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0436,CP-DEV-B0436,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0694,80.1948,13.080211,80.205898,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0498,DEV,DISTANT_NON_DUPLICATE,CP-DEV-A0498,CP-DEV-B0498,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,12.9249,80.1,12.83481,80.192432,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0271,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0271,CP-DEV-B0271,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,12.975,80.221,12.975,80.221,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0449,DEV,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0449,CP-DEV-B0449,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.030989,80.245197,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0480,DEV,DISTANT_NON_DUPLICATE,CP-DEV-A0480,CP-DEV-B0480,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0067,80.202,12.91661,80.294462,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0032,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0032,CP-DEV-B0032,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0418,80.2341,13.0418,80.2341,civic_infrastructure_051.jpg,civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0120,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0120,CP-DEV-B0120,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0694,80.1948,13.069085,80.195124,,,1,ground_truth_verified_same_issue
PAIR_0062,DEV,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0062,CP-DEV-B0062,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,12.975,80.221,12.97509,80.220908,civic_drainage_011.jpg,civic_drainage_011.jpg,1,ground_truth_verified_same_issue
PAIR_0297,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0297,CP-DEV-B0297,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0028,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0028,CP-DEV-B0028,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0418,80.2341,13.0418,80.2341,civic_drainage_011.jpg,civic_drainage_011.jpg,1,ground_truth_verified_same_issue
PAIR_0144,DEV,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0144,CP-DEV-B0144,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0694,80.1948,13.070481,80.19591,,,1,ground_truth_verified_same_issue
PAIR_0132,DEV,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0132,CP-DEV-B0132,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0067,80.202,13.007781,80.20089,,,1,ground_truth_verified_same_issue
PAIR_0095,DEV,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0095,CP-DEV-B0095,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0418,80.2341,13.041485,80.234424,,,1,ground_truth_verified_same_issue
PAIR_0292,DEV,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0292,CP-DEV-B0292,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,12.9249,80.1,12.9249,80.1,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0305,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0305,CP-DEV-B0305,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0418,80.2341,12.996755,80.280338,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0321,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0321,CP-DEV-B0321,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0694,80.1948,13.114445,80.241043,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0347,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0347,CP-DEV-B0347,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0339,80.2696,12.988855,80.223364,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0374,DEV,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0374,CP-DEV-B0374,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0067,80.202,12.984177,80.225116,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0184,DEV,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0184,CP-DEV-B0184,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0067,80.202,13.008682,80.199966,,,1,ground_truth_verified_same_issue
PAIR_0311,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0311,CP-DEV-B0311,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0012,80.2565,13.046245,80.30273,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0037,DEV,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0037,CP-DEV-B0037,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,12.9249,80.1,12.9249,80.1,civic_water_032.jpg,civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0338,DEV,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0338,CP-DEV-B0338,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0339,80.2696,13.078945,80.315836,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
