tamil_id,text_tamil,category_id,category_name,language,district_tamil,clean_text
TN-NLP-5272,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: சென்னை தெற்கு),roads,Road Damage & Potholes,ta,சென்னை தெற்கு,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-5197,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: சென்னை வடக்கு),roads,Road Damage & Potholes,ta,சென்னை வடக்கு,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5194,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி),roads,Road Damage & Potholes,ta,ஆவடி,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-5905,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை தெற்கு),water,Water Supply Contamination / Burst,ta,சென்னை தெற்கு,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6698,கோயம்பேடு மேம்பாலம் அருகில் உள்ள நகராட்சி பேருந்து நிழற்கூரை சேதமடைந்துள்ளது. (மண்டலம்: ஆவடி),infrastructure,Public Infrastructure Damage,ta,ஆவடி,கோயம்பேடு மேம்பாலம் அருகில் உள்ள நகராட்சி பேருந்து நிழற்கூரை சேதமடைந்துள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-6652,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்),infrastructure,Public Infrastructure Damage,ta,சென்னை மத்திய மண்டலம்,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5063,பெருங்குடியில் கடந்த 3 மாதங்களாக சாலைப் பணி அரைகுறையாக விடப்பட்டு பலத்த தூசு மாசுபாடு ஏற்படுகிறது. (மண்டலம்: சென்னை தெற்கு),roads,Road Damage & Potholes,ta,சென்னை தெற்கு,பெருங்குடியில் கடந்த 3 மாதங்களாக சாலைப் பணி அரைகுறையாக விடப்பட்டு பலத்த தூசு மாசுபாடு ஏற்படுகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-7072,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்),other,Other / General Municipal Operations,ta,சென்னை மத்திய மண்டலம்,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6640,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: தாம்பரம்),infrastructure,Public Infrastructure Damage,ta,தாம்பரம்,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: தாம்பரம்)
TN-NLP-5824,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: சென்னை தெற்கு),garbage,Garbage & Waste Disposal,ta,சென்னை தெற்கு,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6092,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: தாம்பரம்),water,Water Supply Contamination / Burst,ta,தாம்பரம்,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: தாம்பரம்)
TN-NLP-6044,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை வடக்கு),water,Water Supply Contamination / Burst,ta,சென்னை வடக்கு,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-6609,கோயம்பேடு மேம்பாலம் அருகில் உள்ள நகராட்சி பேருந்து நிழற்கூரை சேதமடைந்துள்ளது. (மண்டலம்: ஆவடி),infrastructure,Public Infrastructure Damage,ta,ஆவடி,கோயம்பேடு மேம்பாலம் அருகில் உள்ள நகராட்சி பேருந்து நிழற்கூரை சேதமடைந்துள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-6812,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்),other,Other / General Municipal Operations,ta,சென்னை மத்திய மண்டலம்,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5009,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: சென்னை வடக்கு),roads,Road Damage & Potholes,ta,சென்னை வடக்கு,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5002,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி),roads,Road Damage & Potholes,ta,ஆவடி,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-5773,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: ஆவடி),garbage,Garbage & Waste Disposal,ta,ஆவடி,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: ஆவடி)
TN-NLP-6665,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்),infrastructure,Public Infrastructure Damage,ta,சென்னை மத்திய மண்டலம்,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5715,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: ஆவடி),garbage,Garbage & Waste Disposal,ta,ஆவடி,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-6901,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்),other,Other / General Municipal Operations,ta,சென்னை மத்திய மண்டலம்,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5154,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: சென்னை வடக்கு),roads,Road Damage & Potholes,ta,சென்னை வடக்கு,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-6664,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு),infrastructure,Public Infrastructure Damage,ta,சென்னை தெற்கு,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6368,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),streetlights,Streetlights & Electrical Hazards,ta,சென்னை மத்திய மண்டலம்,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5360,அசோக் நகர் 4வது அவென்யூவில் மழைநீர் வடிகால் அடைப்பால் வீடுகளுக்குள் தண்ணீர் புகுந்துள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்),drainage,Drainage & Sewage Overflow,ta,சென்னை மத்திய மண்டலம்,அசோக் நகர் 4வது அவென்யூவில் மழைநீர் வடிகால் அடைப்பால் வீடுகளுக்குள் தண்ணீர் புகுந்துள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6312,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: தாம்பரம்),streetlights,Streetlights & Electrical Hazards,ta,தாம்பரம்,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: தாம்பரம்)
TN-NLP-6103,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை வடக்கு),water,Water Supply Contamination / Burst,ta,சென்னை வடக்கு,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5784,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: சென்னை மத்திய மண்டலம்),garbage,Garbage & Waste Disposal,ta,சென்னை மத்திய மண்டலம்,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5282,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: ஆவடி),roads,Road Damage & Potholes,ta,ஆவடி,அண்ணா சாலையில் உள்ள பெரும் பள்ளத்தால் போக்குவரத்து நெரிசல் மற்றும் விபத்துக்கள் ஏற்படுகிறது. (மண்டலம்: ஆவடி)
TN-NLP-5369,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை தெற்கு),drainage,Drainage & Sewage Overflow,ta,சென்னை தெற்கு,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-5318,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: ஆவடி),drainage,Drainage & Sewage Overflow,ta,ஆவடி,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: ஆவடி)
TN-NLP-5779,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்),garbage,Garbage & Waste Disposal,ta,சென்னை மத்திய மண்டலம்,நுங்கம்பாக்கம் பஸ் நிறுத்தம் அருகில் குப்பைகள் அகற்றப்படாமல் 4 நாட்களாக தேங்கியுள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5150,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி),roads,Road Damage & Potholes,ta,ஆவடி,தி. நகர் உஸ்மான் சாலை சந்திப்பில் தார் தளம் அடித்துச் செல்லப்பட்டு பெரிய குழி உருவாகியுள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-5544,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை தெற்கு),drainage,Drainage & Sewage Overflow,ta,சென்னை தெற்கு,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-5838,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை வடக்கு),garbage,Garbage & Waste Disposal,ta,சென்னை வடக்கு,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5127,வேளச்சேரி மெயின் ரோட்டில் மழைநீரால் சாலை முற்றிலும் சேதமடைந்து இருசக்கர வாகன ஓட்டிகளுக்கு பேராபத்தை ஏற்படுத்துகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),roads,Road Damage & Potholes,ta,சென்னை மத்திய மண்டலம்,வேளச்சேரி மெயின் ரோட்டில் மழைநீரால் சாலை முற்றிலும் சேதமடைந்து இருசக்கர வாகன ஓட்டிகளுக்கு பேராபத்தை ஏற்படுத்துகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5611,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: சென்னை மத்திய மண்டலம்),garbage,Garbage & Waste Disposal,ta,சென்னை மத்திய மண்டலம்,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6467,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை தெற்கு),streetlights,Streetlights & Electrical Hazards,ta,சென்னை தெற்கு,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-5495,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),drainage,Drainage & Sewage Overflow,ta,சென்னை மத்திய மண்டலம்,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6915,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்),other,Other / General Municipal Operations,ta,சென்னை மத்திய மண்டலம்,வேளச்சேரி குடியிருப்பு பகுதியில் தெருநாய்களின் தொல்லை அதிகரித்து பொதுமக்கள் அச்சமடைந்துள்ளனர். (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5743,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை தெற்கு),garbage,Garbage & Waste Disposal,ta,சென்னை தெற்கு,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6206,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை வடக்கு),streetlights,Streetlights & Electrical Hazards,ta,சென்னை வடக்கு,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-6786,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு),infrastructure,Public Infrastructure Damage,ta,சென்னை தெற்கு,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6197,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: சென்னை வடக்கு),water,Water Supply Contamination / Burst,ta,சென்னை வடக்கு,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-6377,பெருங்குடி ஓஎம்ஆர் சாலையில் மின்கம்பத்தில் இருந்து ஆபத்தான முறையில் மின்வயர் தொங்குகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),streetlights,Streetlights & Electrical Hazards,ta,சென்னை மத்திய மண்டலம்,பெருங்குடி ஓஎம்ஆர் சாலையில் மின்கம்பத்தில் இருந்து ஆபத்தான முறையில் மின்வயர் தொங்குகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6398,பெருங்குடி ஓஎம்ஆர் சாலையில் மின்கம்பத்தில் இருந்து ஆபத்தான முறையில் மின்வயர் தொங்குகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),streetlights,Streetlights & Electrical Hazards,ta,சென்னை மத்திய மண்டலம்,பெருங்குடி ஓஎம்ஆர் சாலையில் மின்கம்பத்தில் இருந்து ஆபத்தான முறையில் மின்வயர் தொங்குகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-6768,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு),infrastructure,Public Infrastructure Damage,ta,சென்னை தெற்கு,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-5333,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: ஆவடி),drainage,Drainage & Sewage Overflow,ta,ஆவடி,ராயப்பேட்டையில் திறந்தவெளி கழிவுநீர் கால்வாயில் இருந்து சாக்கடை நீர் சாலையில் வழிகிறது. (மண்டலம்: ஆவடி)
TN-NLP-6182,பெசன்ட் நகரில் விநியோகிக்கப்படும் குடிநீரில் துர்நாற்றமும் கலங்கலான நிறமும் உள்ளது. (மண்டலம்: சென்னை தெற்கு),water,Water Supply Contamination / Burst,ta,சென்னை தெற்கு,பெசன்ட் நகரில் விநியோகிக்கப்படும் குடிநீரில் துர்நாற்றமும் கலங்கலான நிறமும் உள்ளது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6726,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை வடக்கு),infrastructure,Public Infrastructure Damage,ta,சென்னை வடக்கு,சிந்தாதிரிப்பேட்டை கூவம் நதி பாலத்தின் சிமெண்ட் கைப்பிடி சுவர் உடைந்து அபாயகரமாக உள்ளது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5877,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: தாம்பரம்),garbage,Garbage & Waste Disposal,ta,தாம்பரம்,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: தாம்பரம்)
TN-NLP-5720,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),garbage,Garbage & Waste Disposal,ta,சென்னை மத்திய மண்டலம்,கோயம்பேடு சந்தை சாலையில் குப்பைத் தொட்டிகள் நிரம்பி வழிந்து சுகாதாரக் கேடு விளைவிக்கிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5915,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: தாம்பரம்),water,Water Supply Contamination / Burst,ta,தாம்பரம்,அண்ணா நகர் 2வது அவென்யூவில் குடிநீர் குழாய் உடைந்து குடிநீர் வீணாகி வருகிறது. (மண்டலம்: தாம்பரம்)
TN-NLP-5912,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: தாம்பரம்),water,Water Supply Contamination / Burst,ta,தாம்பரம்,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: தாம்பரம்)
TN-NLP-5266,பெருங்குடியில் கடந்த 3 மாதங்களாக சாலைப் பணி அரைகுறையாக விடப்பட்டு பலத்த தூசு மாசுபாடு ஏற்படுகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்),roads,Road Damage & Potholes,ta,சென்னை மத்திய மண்டலம்,பெருங்குடியில் கடந்த 3 மாதங்களாக சாலைப் பணி அரைகுறையாக விடப்பட்டு பலத்த தூசு மாசுபாடு ஏற்படுகிறது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
TN-NLP-5686,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: ஆவடி),garbage,Garbage & Waste Disposal,ta,ஆவடி,திருவான்மியூர் கடற்கரை சாலையில் கட்டுமானக் கழிவுகள் சட்டவிரோதமாகக் கொட்டப்பட்டுள்ளன. (மண்டலம்: ஆவடி)
TN-NLP-6290,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை தெற்கு),streetlights,Streetlights & Electrical Hazards,ta,சென்னை தெற்கு,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை தெற்கு)
TN-NLP-6456,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை வடக்கு),streetlights,Streetlights & Electrical Hazards,ta,சென்னை வடக்கு,ஜிஎஸ்டி சாலையில் பல தெருவிளக்குகள் எரியாமல் இருள் சூழ்ந்து விபத்து அபாயம் நிலவுகிறது. (மண்டலம்: சென்னை வடக்கு)
TN-NLP-5335,கோடம்பாக்கம் தெருவில் கழிவுநீர் குழாய் உடைந்து துர்நாற்றம் வீசுவதுடன் சுகாதார சீர்கேடு ஏற்பட்டுள்ளது. (மண்டலம்: ஆவடி),drainage,Drainage & Sewage Overflow,ta,ஆவடி,கோடம்பாக்கம் தெருவில் கழிவுநீர் குழாய் உடைந்து துர்நாற்றம் வீசுவதுடன் சுகாதார சீர்கேடு ஏற்பட்டுள்ளது. (மண்டலம்: ஆவடி)
TN-NLP-6019,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்),water,Water Supply Contamination / Burst,ta,சென்னை மத்திய மண்டலம்,திருவல்லிக்கேணி தெருவில் கடந்த 48 மணி நேரமாக குடிநீர் விநியோகம் முற்றிலும் நிறுத்தப்பட்டுள்ளது. (மண்டலம்: சென்னை மத்திய மண்டலம்)
